Date,SF_Price,Sentiment_score,News
2013-06-10,44162,-1.0,karvy advises to sell gold silver
2013-06-11,43611,-0.6666666666666666,aug gold futures fall 9 to close at 1377oz | gold futures fall 9 to close at 1377 per ounce | steps to check gold import showing results mayaram
2013-06-12,43546,0.5,sell gold  crude sushil finance | gold futures ease from twomonth high
2013-06-13,43235,0.0,
2013-06-14,43788,0.0,gold falls as investors cut etf holdings on stimulus outlook | gold futures jump after strongerthanexpected ppi
2013-06-17,43597,-0.5,gold silver prices slip on sluggish demand | commodity bets buy crude copper  gold sell lead
2013-06-18,44041,1.0,gold silver prices rebound on weak rupee
2013-06-19,43954,-1.0,gold futures down at rs 27917 per 10 gm
2013-06-20,41305,-0.5,government unlikely to ban gold imports or hike gold import duty official | gold import curb to hit west bengal artisans | aug gold closes down 8780 at 128620 per oz | gold silver prices tumble on weak global cues
2013-06-21,41497,0.0,marc faber more sp downside commodities horrible  except gold | gold dips below rs 28k level tumbles rs 620 on global cues | gold recovers on speculative buying | increase in duty on gold may encourage illegal imports | gold sheds nearly 100 for the week
2013-06-24,40834,-0.6,gold futures dip below 27k level | goldmans prior end2013 gold call was 1435oz | gold may slip to rs 26500 nirmal bang | gold silver prices slip on fed outlook | tariff value on gold imports cut sharply
2013-06-25,40663,-0.25,gold trades lacklustre silver declines | deutsche bank cuts gold silver forecast for 2013 | rbi tightens gold lending norms for regional rural banks | credit suisse cuts gold silver brent forecasts
2013-07-01,40067,0.3333333333333333,gold futures rebound on firm global cues | gold futures trading down | gold silver futures rally 2 to move further away from 3year lows
2013-07-02,39883,0.0,gold continues rebound from threeyear low | gold futures up at rs 26027 per 10 gm
2013-07-03,40989,0.5,gold inches up after fed officials comments on stimulus | expect mixed trend in gold silver angel commodities
2013-07-05,39402,-0.6666666666666666,in the seconds before jobs report emini futures jumped gold futures oscillated wildly nanex | gold traders prefer to stay away prices extend fall | gold slips as dollar gains before us jobs data
2013-07-08,40388,0.0,gold imports plunge 80 in june | gold correction may be mostly done deutsche bank | trading strategies on gold silver nickel  copper
2013-07-09,40168,1.0,gold spurts on fresh demand silver sheds | gold traders eye rs 25000 price level
2013-07-10,40174,0.8,gold futures close higher for a third session | jewellers to stop selling gold bars coins to bring down cad | supply tightens gold borrowing rates hit 2009 highs | aug gold up 150 to end at 124740oz on comex | gold trades near oneweek high on physical purchases
2013-07-11,41697,1.0,gold futures score 4session gain of 54
2013-07-12,41316,0.0,gold futures down 02 on day up 54 on week | profittaking pulls gold futures down to rs 26735 per 10 gm | gold futures turn slightly higher on comex | aug gold up 90 cents at 128080oz
2013-07-15,40950,0.0,
2013-07-16,41020,1.0,gold traders put off purchases prices at 3 week high
2013-07-17,40154,-1.0,gold prices end lower after failed run at 1300 | gold declines as investors await bernanke
2013-07-18,40473,-0.3333333333333333,gold closes higher to recoup some recent losses | gold falls to rs 27025 per 10 grams on less offtake global cues | gold skids on weak demand silver too slumps
2013-07-19,40332,0.75,chinas first gold etfs raise 36261 mn below expectations | gold futures log highest close since june 19 | gold rebounds on firm demand silver slips further | gold futures up 07 on day gain 12 on week
2013-07-22,42234,0.4,gold hits 1month high on investment buying silver spurts | gold rises to 1month high on weaker us dollar | buy gold on dips silver to rally motilal oswal commodity | gold may get costlier due to rbi measures to boost exports | 80 dip in gold imports linked to rampant smuggling
2013-07-23,41854,0.6666666666666666,gold zooms by rs 685 hits over 1month high on rbi measures | reducing import of gold not a solution to high cad dk joshi crisil | gold spurts on rbi move silver retraces 42k
2013-07-24,41346,-0.4,gold import curbs may raise jewellery prices | gold eases after fourday rally firm dollar hurts | gold trades below onemonth high as europe data curbs demand | aug gold down 15 or 11 at 131970oz | gold slips from onemonth high down rs 35 on global cues
2013-07-25,41438,1.0,aug gold up 930 or 07 at 132880oz
2013-07-26,40763,0.0,gold futures down 06 on day up 22 on week | gold recovers on fresh demand silver marginally up
2013-07-29,41146,1.0,gold climbs as weaker dollar spurs investor demand | gold futures end higher after friday decline | gold extends gain for third day on sustained buying
2013-07-30,41663,0.0,gold ends lower for fourth session in six | mcx goldguinea august contract firms up
2013-08-01,41407,-0.75,gold declines as dollar strengthens | dec gold at 131390 vs 132010 before data | sell gold around rs 28300 target rs 27870 religare retail | dec gold down 180 to settle at 131120oz
2013-08-02,42034,0.5,gold where to draw the line in the sand after jobs data | gold back above 1300oz after jobs fall short
2013-08-05,41760,0.0,
2013-08-06,41533,-0.3333333333333333,dec gold ends down 1990 or 15 to 128250 | gold falls below 361300 as strong economic data hurts | gold futures up 031 pc on shortcovering weak rupee
2013-08-07,41517,-0.5,mcx goldpetal october declines | rsbl new gold contract targets exporters
2013-08-08,42235,0.25,gold may not yield sparkling returns yellow metal loses glitter with dollar gaining strength | gold futures up 038 pc on firm global cues | gold gains for second day as dollar weakens | commodity bets tips to trade gold copper nickel  lead
2013-08-09,42576,0.0,
2013-08-12,45861,0.3333333333333333,gold  silver imports dip 34 to 29 billion in july | rising holdings in funds set to help gold gleam | gold rebounds to hit fourmonth high silver spurts
2013-08-13,46268,0.16666666666666666,changes in duties on gold silver to be announced today | import duty hike gold smuggling blackmarketing will balloon | govt raises duty on gold silver hopes to get rs 4830cr | gold import duty hike not to impact rupee much stanchart | import duty hike not to impact gold prices jewellers
2013-08-14,46573,0.0,soros dumped spdr gold position in quarter | imported gold to be watched at refinery level mayaram
2013-08-16,50887,0.75,dec gold up 610 or 05 at 1367oz | gold futures regain rs 30k level on global cues | gold silver zoom on investors buying | time to look at gold silver miners and etfs
2013-08-19,51215,0.0,mecklai advises fm to liquidate tirupati gold to save rupee
2013-08-20,50459,0.0,
2013-08-21,51446,0.0,gold futures rebound up 130 as re plunges to new low | dec gold down 210 or 02 at 137050oz
2013-08-22,51195,0.3333333333333333,gold futures slip | dec gold up 80 cents at 137090oz | gold futures pare gains ahead of the comex close
2013-08-23,53469,0.6666666666666666,gold jewellery exports fall 70 in july | dec gold up 25 on day settles at 139580oz | gold futures up 18 on day gains 19 on week
2013-08-26,53787,0.75,gold futures rise above 1400 in electronic trade | mcx goldguinea september contract trades flat | gold futures rise to rs 31820 per 10 gm | gold up from comex close as us stocks turn lower
2013-08-27,57290,1.0,gold futures jump to rs 32304 per 10 gm | mcx gold december contract gains 15
2013-08-28,55776,0.0,gold jumps to alltime high of rs 34500 on weak rupee | dec gold down 40 cents at 141980oz
2013-08-29,55542,0.3333333333333333,is gold about to make a run to new highs | jim rogers expects higher gold and marc faber does too | rupees slide creates huge disparity between gold sold in local markets and bourses
2013-08-30,53864,-0.5,gold oil syria is playing a small tenuous role | india raises margins on gold futures fmc | gold futures end lower gain for the month | dec gold down nearly 18 or 12 to 139560oz
2013-09-03,57308,0.4,gold rallies sharply on strong buying silver also soars | buy gold on dips may test rs 33250 nirmal bang | trading strategies on gold crude copper  nickel | gold futures rebound on weak rupee global cues | where to invest now fds bonds gold and equity
2013-09-04,53141,-0.6666666666666666,gold drops under 1400 to a nearly twoweek low | mcx goldm november contract declines | gold eases as investors weigh fed stimulus cut | gold drops below 1400 ends near two week low | gold futures plunge to rs 33786 per 10 gm
2013-09-05,53227,-1.0,gold futures down at rs 32435 per 10 gm | dec gold at 138570oz vs 1387 before data
2013-09-06,54817,0.0,gold silver skid on stockists selling | gold futures rally after us employment report | gold weak globally good sell for investors motilal oswal
2013-09-09,54117,0.0,
2013-09-10,52235,0.0,gold imports plunges to 650 million in august
2013-09-11,52439,0.0,mcx goldguinea october contract gains 1 | dec gold down 20 cents ends at 136380oz
2013-09-12,50495,-0.5,gold imports to pick up from this month stanchart | gold selloff takes down miners etf but heres a bull case
2013-09-13,49410,-0.8333333333333334,trading partners unlikely to take indias gold import curbs lightly | gold futures end the week almost 6 lower | gold heads for worst week in 2 months on syria fed | correct gold down 17 on day lose 56 on week | gold tumbles below rs 30000 mark as intense selloff continues
2013-09-16,49832,-1.0,mcx goldguinea october contract declines 2
2013-09-17,49401,-0.5,dec gold trades at 130950oz down 830 | import duty on gold silver jewellery hiked to 15
2013-09-18,49577,0.0,gold futures down at rs 29465 per 10 gm | gold jumps 59 after fed holds off on taper | gold adds to gains up 35 an ounce | gold prices likely to move down emkay commotrade
2013-09-19,51750,1.0,goldguinea prices gain 18 in september series so far
2013-09-20,49306,0.0,
2013-09-23,49393,-1.0,gold futures extend losses to a second session | mcx goldguinea october contract trades lower
2013-09-24,49152,-0.5714285714285714,titan industries rallies for fourth day on gold import hopes | gold smuggling from dubai customs hints at more arrests | gold futures down at rs 29678 per 10 gm | comex gold tallies three session loss of 39 | gold falls by rs 25 on sluggish demand global cues
2013-09-25,49171,0.0,
2013-09-26,48639,0.25,why indians love it when government makes gold expensive | gold control raj a dull idea | comex gold gives back much of previous days gain | gold to be a safehaven again sell crude on rally barratt
2013-09-27,49680,0.3333333333333333,goldpetal prices gain 15 in september series so far | eseries investors can redeem gold | govts policy on gold spawning grey market
2013-09-30,49148,0.6666666666666666,gold ends at rs 30375 on profitselling subdued demand | comex gold up 84 on quarter down 5 on month | gold fluctuates amid looming us government shutdown etp sales
2013-10-01,47902,-0.5,gold hits 8week low loses steam built on us govt shutdown | gold imports pick up in september
2013-10-03,48653,0.0,see profit booking in gold astromoneyguru
2013-10-04,48197,0.0,gold etf flows suggest investor panic is over
2013-10-07,49630,0.6666666666666666,december gold up 620 at 131610 an ounce | gold futures rise to rs 29000 per 10 gm | why uncle sam is hoarding gold
2013-10-08,49952,1.0,gold futures up 022 pc on firm global cues spot demand | gold silver spurt on fresh demand
2013-10-09,49009,0.0,gold edges up in electronic trade postfed minutes | september trade deficit dips to 676 billion gold imports decline sharply
2013-10-10,48264,-0.5,dec gold down 880 or 07 at 129840oz | gold futures settle below 1300 on comex | gold silver imports plunge sharply to 08 bn in september | need to boost financial savings that will keep savers away from gold and real estate uday kotak kotak mahindra bank
2013-10-11,46891,-1.0,gold futures decline to rs 28540 per 10 gm
2013-10-14,47374,0.0,gold holds above 3month low on physical demand us impasse | gold surges on firm global trend festive buying
2013-10-15,47281,-1.0,gold slumps to 3month low on us optimism | gold futures down at rs 28396 per 10 gm
2013-10-16,47372,1.0,dec gold up 1 or 01 at 127420oz | gold futures log highest close since oct 10 | gold ends higher on senate budget debt proposal
2013-10-17,48126,1.0,gold surges most in four weeks on dagong us downgrade
2013-10-18,48195,0.0,mcx goldpetal november contract trades firm | comex gold futures trade near sessions lows
2013-10-21,49178,1.0,comex gold logs third gain in four sessions | gold silver surge on domestic demand firm global cues | gold prices hold near highest in a week as investors weigh stimulus | gold futures rise to rs 29500 per 10 gm
2013-10-22,49884,0.0,p chidambaram rules out lifting ban on import of gold coins
2013-10-23,49760,-1.0,comex gold falls 06 after 2 gain a day earlier | gold settles lower in corrective move
2013-10-24,50107,1.0,goldguinea prices rise 11 in october series so far
2013-10-25,49709,1.0,dec gold up 5 or 04 at 135560oz | gold futures up at rs 30616 per 10 gm | gold futures turn higher ahead of the comex close
2013-10-28,49561,0.4,gold futures hold onto gains ahead of comex close | gold futures turn a bit higher on comex | dec gold up 2 or 01 at 135450oz | finkurve launches gold silver investment scheme | dec gold down 30 cents to settle at 135220
2013-10-29,49445,1.0,dec gold at 134940 vs 134870 before data
2013-10-30,50028,-1.0,gold stretches losses on lower demand silver recovers | gold oil futures fall after fed statement
2013-11-01,48675,-0.3333333333333333,gold import will remain compressed in 201314 chidambaram | dhanteras demand slump dampens festival gold fever cools down | see gold around rs 23k24k10gm next diwali anand rathi
2013-11-04,48257,-1.0,gold futures down by rs 39 profit booking
2013-11-05,48159,-0.6666666666666666,chinas gold consumption to cool after surge this year | indian gold premiums fall imports for domestic use resume | gold bugs brush aside first drop in 13 years
2013-11-06,48649,1.0,gold rebounds from threeweek low to settle higher | gold rises after seven days on low level buying global cues
2013-11-07,48440,-0.3333333333333333,gold extends gains on rising demand silver drops | gold extends drop after gdp jobless claims data | mcx goldguinea december contract trades firm | gold futures fall 07 on dollar advance | gold futures down at rs 29997 per 10 gm
2013-11-08,48144,0.0,how to invest in gold in india
2013-11-11,48373,0.0,gold futures extend slide on fed taper fears | gold edges up on moderate buying silver recovers
2013-11-12,47750,-1.0,gold hits onemonth low on prospects for fed taper
2013-11-13,46677,0.5,gold rises on fresh demand offsets tapering concern | govt cuts import tariff on gold
2013-11-14,46961,1.0,comex gold futures gain more ground | mcx goldm january contract firms up | comex gold logs first gain in six sessions
2013-11-15,46741,0.5,dec gold up 110 to settle at 128740oz | recycled gold in india rises 445 to 613 tonne world gold council
2013-11-18,45335,0.0,
2013-11-19,45440,0.0,gold marks slight gain holds below 1280oz | gold futures fall 014 per cent on global cues | gold declines further on reduced offtake global cues | dec gold up 120 or 01 at 127350oz
2013-11-20,44999,0.0,gold rangebound as markets await fed minutes | 1 million in gold found in airplane toilet
2013-11-21,45137,0.0,gold futures close with a loss of more than 1 | 4 reasons gold is poised for a comeback | early taper will put pressure on gold ram pitre
2013-11-22,44547,-1.0,gold set for biggest weekly loss in 2mth on stimulus fears
2013-11-25,44500,0.0,gold closes with a loss after iran nuclear deal | australia stocks edge higher gold miners rally
2013-11-26,44460,0.0,gold futures end near flat holding above 1240 | mcx goldpetal january contract trades firm | london daily gold fix being probed report
2013-11-27,44179,0.0,bitcoin not gold has the midas touch | gold pricefixing scandal uks fca scrutinises 20 trillion gold market | gold jewellery exports likely to dip by 50 in fy14 industry
2013-11-29,44274,0.0,
2013-12-02,43012,-1.0,gold drops over 2 settles at lowest since july | gold tumbles on stockists selling weak global cues | gold futures ease to rs 29130 per 10 gm
2013-12-03,42843,-1.0,gold futures fall to rs 28739 per 10 gm
2013-12-04,43831,0.3333333333333333,comex gold nymex oil gain more in afternoon trade | gold climbs over 2 on shortcovering rally | eyes on opec meet gold price may dip further david lennox
2013-12-05,43146,1.0,gold premiums hit another peak on scarce supplies
2013-12-06,44052,-1.0,gold futures erase most losses to trade down 260
2013-12-09,44160,0.0,
2013-12-10,45450,1.0,february gold rises nearly 22 to 1256oz
2013-12-11,45730,0.0,india can afford gold import of 30 billion a year rangarajan
2013-12-12,44468,-0.5,gold falls on profitselling weak global cues | huge increase in inflow of gold through legal channel
2013-12-13,44776,-1.0,gold tumbles on weak global cues sluggish demand
2014-01-02,45348,0.0,stocks poised to keep outperforming gold citis levkovich | why gold bugs should brace for an awful 2014
2014-01-03,45475,0.0,
2014-01-06,45370,-1.0,feb gold down 370 or 03 at 123490oz
2014-01-07,44526,-1.0,comex gold prices settle lower below 1230oz
2014-01-08,43869,-1.0,gold falls in electronic trade after fomc minutes
2014-01-09,44124,0.0,will gold be 2014s comeback kid | bank of america merrill lynch slashes gold call to 1150 and warns it could get uglier | comex gold logs first gain in four sessions
2014-01-10,44824,0.0,
2014-01-13,45118,0.5,comex gold closes higher for a third straight sess | barclays sell into gold rallies in 2014
2014-01-14,44941,0.0,
2014-01-15,44785,-1.0,how low will gold go in 2014 consensus forecast says down 145
2014-01-16,44545,1.0,gold marginally up in futures trade
2014-01-17,45136,1.0,feb gold up 1170 on day ends at 125190oz | comex gold closes at highest since dec 11 | comex gold adds to gains after sentiment data | gold contrarians say its time to start buying | gold holds gains after december housing starts
2014-01-21,44480,-0.5,february gold drops 14 or 11 to 1238oz | silver and gold still arent sold
2014-01-22,44338,0.0,
2014-01-23,44910,-1.0,look to buy gold on dips to 1240
2014-01-24,44691,1.0,comex gold up 02 on day gains 1 on week
2014-01-27,45214,-1.0,comex gold pares loss as us equities fall | gold ends lower for first time in three sessions
2014-01-28,44169,0.0,
2014-01-29,44405,0.5,gold settles higher volatile after fed decision | buy gold with a small stop loss below rs 29270 nirmal bang | comex gold ends 09 higher before fed decision | heres how you should trade gold and crude now
2014-01-30,43220,-1.0,look to buy gold on dips to 1245 targeting 1285
2014-02-03,43858,0.25,randgold net falls despite rise in gold output | mark mobius loves diamonds but not gold | comex gold scores first gain in three sessions | sell gold at rs 2880010gm angel broking
2014-02-04,43557,-1.0,gold falls to u20b928938 at futures trade
2014-02-05,44392,1.0,april gold up 390 or 03 at 125510oz
2014-02-06,44413,1.0,gold futures up at rs 28490 per 10 gm | gold turns slightly higher ahead of comex close
2014-02-07,44369,0.5,heres how you should play natural gas crude and gold | comex gold up 05 on day gains 19 on week
2014-02-10,44670,0.0,
2014-02-11,44700,0.0,
2014-02-12,44839,1.0,golds looking good but its not recordhigh worthy this year
2014-02-13,44922,1.0,gold futures briefly top 1300oz on comex
2014-02-14,46613,0.0,government raises tariff value on gold silver
2014-02-18,48023,0.0,report indias gold demand up 13 at 975 tonnes in 2013 | china overtakes india as worlds biggest gold buyer | report world gold demand dips 15 to 3756 tonnes in 2013
2014-02-19,47787,0.3333333333333333,gold holds near 312 month high as growth worries persist | jewellery stocks up on hopes of lifting gold import curbs | china pips india as largest gold market
2014-02-20,47486,-0.8333333333333334,april gold down 05 to 131450 an ounce | canada defeats us for womens hockey gold medal | gold silver futures trim losses after us jobless claims cpi data | gold futures extend losses on global cues | gold futures fall for a second straight session
2014-02-21,47467,1.0,gold futures score third weekly gain | comex gold up 05 on day gains 04 on week | goldm prices up 4 in may series so far
2014-02-24,47985,0.0,gold silver rise to 4month highs on us growth concerns | the worst may be over for yamana gold | gold under threat from rising dollar
2014-02-25,47817,1.0,april gold up 470 or 04 at 134270oz
2014-02-26,46642,-0.5,golds firmness may be flash in the pan | comex gold end lower after threesession rise
2014-02-27,46505,1.0,gold silver turn higher as ukraine tension boosts safety demand
2014-03-03,47186,1.0,april gold up 2870 or 22 to 135030oz | gold jumps more than 1 on crisis in ukraine | gold futures near session high on comex
2014-03-04,46557,0.0,
2014-03-05,46583,-1.0,gold futures below comex close after beige book | gold falls 1 as ukraine tensions ease
2014-03-06,47194,1.0,april gold up 1150 or 09 ends at 135180 | comex gold extends gain to second session in a row
2014-03-07,46205,-1.0,april gold down 1360 on day ends at 133820
2014-03-10,45973,1.0,gold settles higher china data slams copper
2014-03-11,45897,0.0,
2014-03-12,46771,0.5,gold futures settle at highest close in six months | see gold range bound buy copper on dips barclays
2014-03-13,46734,0.25,comex gold ends higher for fourth session in a row | sold on gold | april gold up 190 to settle at 137240oz | gold silver hit session lows after upbeat us data
2014-03-14,47084,1.0,april gold up 660 on day ends at 1379oz | gold score fifth day of gains up 3 on week
2014-03-17,46741,0.0,
2014-03-18,45840,-1.0,april gold down 2060 at 135230 an ounce
2014-03-19,45673,0.0,
2014-03-20,44992,-0.5,the truth about solar gold and marijuana | gold down 1850 or 14 to 1323oz
2014-03-21,44651,0.0,gold is beating nearly every investment this year
2014-03-24,43949,-0.5,how yellens gamble screwed up gold | is it time to give up on gold | gold tumbles to a more than fiveweek low | gold extends losses from last week as fed rate hike view weighs
2014-03-25,43508,1.0,gold silver edge higher ahead of us housing confidence data
2014-03-26,43046,0.0,gold dips on robust us durable goods orders | gold rebounds from 6week low on technical buying us data in focus
2014-03-27,42891,-0.6666666666666666,gold falls on strong us growth and jobless claims data | gold prices ease in asia on expectations of fed taper continuing | april gold down 870 or 07 ends at 129470oz
2014-03-28,42759,-1.0,gold futures near 112 month lows on us optimism | gold falls on solid us personal spending data
2014-03-31,42805,-1.0,gold holds modest losses after chicago pmi miss
2014-04-01,42588,0.0,gold maintains modest gains after us ism data | gold drops as market digests us factory data | gold little changed near 7week low on weak technical picture
2014-04-02,43135,0.6666666666666666,gold gains on demand from bargain hunters | comex gold pares some gains after factory orders data | comex gold ends higher after fivesession losing streak | gold edges higher but remains near 7week low ahead of us data | gold prices steady to higher in asia as physical demand supports
2014-04-03,43021,1.0,gold prices edge up in asia on barginhunting
2014-04-04,42969,1.0,gold futures rise but remain near 112 month lows | june gold up 2060 or 16 to 130520oz | comex gold ends above 1300 at highest since march 25 | june gold up 1890 at 130350oz on comex
2014-04-07,43080,-1.0,gold falls as investors lock in gains from soft us jobs data
2014-04-08,43198,1.0,gold gains as dollar softens on fed expectations | comex gold settles at its highest in two weeks | gold prices hold slightly higher in asia ahead of us fed minutes
2014-04-09,42675,0.0,june gold down 320 or 02 to end at 130590oz | gold shoots up on dovish fed march meeting minutes | gold prices holding near 2week highs
2014-04-10,43486,1.0,gold extends gains as fed minutes reveal weak pricing concerns | gold prices up more than 1 on dovish fed minutes
2014-04-11,43177,0.0,
2014-04-14,43229,0.0,gold prices ease in asia on profittaking | gold gains on escalating ukraine unease shrugs off us data | gold futures remain near 3week highs in riskoff trade
2014-04-15,42289,-0.5,gold prices continue gains in asia from overnight | gold falls as us inflation rates beat expectations | gold falls below 1300 an ounce off 27 at 129180 | gold drops over 2 silver copper take hits
2014-04-16,42416,0.25,gold prices off lows but gains capped | gold prices ease in asia on profit taking ukraine events eyed | mcxgold u20b928500 buy | gold gains on yellen rates comments mixed us data
2014-04-17,42377,0.0,gold ends at twoweek low down 19 on week | gold prices gain slightly in asia in muted holiday trade
2014-04-21,42027,-1.0,gold prices dip in asia but ukraine events support | profittaking weak global cues pull gold futures down
2014-04-22,42236,0.25,gold falls thirdstraight day ends at 3week low | gold prices rebound in asia hsbc china flash pmi in focus | will china drop gold next | gold prices recover from 3week lows gains checked
2014-04-23,42482,1.0,gold prices ease off 10week lows upside seen limited | gold settles higher for first gain in four sessions | gold gains on soft us home sales report
2014-04-25,42607,0.0,
2014-04-28,42468,-0.5,gold prices ease in asia in thin holiday trade | gold drops as upbeat us homes sales figures spark dollar demand | gold hits 2week high on ukraine tensions | gold settles back under 1300 an ounce
2014-04-29,41962,-1.0,gold dips as market braces for feds policy statement
2014-05-01,40906,-0.75,june gold down 1250 or 1 to end at 128340oz | barrick gold profit slumps 90 amid failed merger | gold dips on upbeat spending factory data | gold silver extend losses on fed taper outlook
2014-05-02,42083,0.0,
2014-05-05,41961,1.0,comex gold settles at highest level in three weeks | gold gains on ukraine unrest weak chinese output data | gold for june delivery up 1050 or 08 to 131350oz | gold silver extend gains as violence in eastern ukraine intensifies
2014-05-06,42571,-0.5,gold futures steady near 212 week highs | june gold down 70 cents or 01 to end at 130860oz | gold silver end flat | gold slips on euro zone retail sales report us trade data
2014-05-07,41928,0.0,june gold down 11 or 08 at 129760oz | gold futures rise to rs 28974 per 10 gm | gold inches higher with yellen testimony ukraine violence in focus | gold slips as ukraine crisis abates on soothing putin comments | gold turns lower after putin comments yellen testimony ahead
2014-05-08,41587,-0.5,gold prices end lower for a third straight session | gold dips on draghi comments through erases earlier losses | gold turns lower after jobless claims data draghi comments | gold prices gain in asia on physical demand
2014-05-09,41453,0.0,
2014-05-12,42086,0.4,gold edges higher with ukraine events in focus | gold prices gain in asia with support from ukraine tensions | floor looks to be softening for gold barclays | gold prices settle higher for first session in five | gold futures down at rs 28436 per 10 gm
2014-05-13,41884,-1.0,gold edges lower as ukraine remains in spotlight
2014-05-14,42348,1.0,gold futures edge higher with ukraine events in focus | gold gains as ukraine crisis continues to heat up
2014-05-15,41717,-0.6666666666666666,gold silver lower ahead of us jobless claims cpi data | gold falls on relatively upbeat us data | paulson holds spdr gold trust ups gm stakes
2014-05-16,40894,0.0,comex gold logs slightly loss on day up 05 on week | gold slightly lower on day up 05 on week | gold futures hold steady ahead of us data
2014-05-19,40866,-1.0,gold dives below rs 29kmark on heavy selling
2014-05-20,41030,-0.5,gold prices flat in asia with all eyes on the fed | gold silver lower ahead of fed speakers fomc minutes
2014-05-21,40896,-0.2,gold dips as dollar firms ahead of release of fed minutes | gold prices rebound in asia china pmi data in focus | gold dips further silver recovers | comex gold settles lower for first time in three sessions | gold prices hold strength in asia after hsbc china pmi
2014-05-22,40976,0.5,gold hits session highs after us jobless claims data ukraine in focus | gold prices ease in asia with china india eyed
2014-05-23,40797,-0.6,june gold down 320 or 03 at 129180oz on comex | gold needs rising gdp negative interest rates holmes | gold slips as dollar gains on new home sales data | barclays fined 26 million over goldfix failings | gold futures slip lower on stronger us dollar
2014-05-27,40365,-1.0,gold falls to session low after us durable goods data
2014-05-28,40202,-1.0,gold little changed near 312month low amid bearish chart signals | comex gold settles at lowest level since feb 6 | gold prices edge down in asia with market looking for direction | gold trades at 3month low as weak technical picture weighs | june gold down 620 or 055 to end at 125930oz
2014-05-29,40019,0.0,gold drops to 4month low ahead of us gdp report | citi sees gold prices at 1337oz second half 2014 | citi odds firmly against gold companies delivering longterm value
2014-05-30,39586,-1.0,gold futures near 4month lows us data in focus | comex gold down 35 on week loses 39 on month | gold suffers biggest monthly decline of the year
2014-06-02,39626,-0.4,aug gold down 2 or 02 to end at 1244oz | gold extends slump to hit 18week low with us economy in focus | a death cross is haunting gold | comex gold gains a bit more after us ism data | gold falls on us data multiple ism data corrections
2014-06-03,39773,0.3333333333333333,gold ends higher after six session drop | gold swings near 18week low as us optimism weighs | gold prices rebound slightly in asia demand cues wanted
2014-06-04,39827,0.5,gold prices steady to higher in asia ecb us jobs in focus | gold barely budges ahead of us jobs ecb cues
2014-06-05,40282,1.0,gold prices higher in asia after ecb us jobs in focus | gold rallies 1 on ecb stimulus measures | gold settles with biggest oneday gain in 3 weeks
2014-06-06,39997,-0.5,gold falls on us jobs report though ecb move trims losses | gold futures hold steady eyes on us data
2014-06-09,40297,0.5,gold prices ease in asia market looks for fresh cues | gold prices move higher but gains seen limited
2014-06-10,40506,0.3333333333333333,gold prices dip in asia with fresh direction sought | comex gold settles higher for a second straight session | aug gold up 620 or 05 to end at 126010oz
2014-06-11,40606,0.75,gold futures log third straight day of gains | commerce ministry wants tax sops for sezs removal of import curbs on gold | gold prices higher in asia with iraq strife eyed | gold posts slight gains ahead of us retail sales jobless claims data
2014-06-12,41251,0.8,gold prices ease in asia metals await china retail industrial data | comex gold settles at a nearly threeweek high | gold fluctuates near 2week high with us data iraq violence in focus | gold gains on safehaven demand as iraqi unrest escalates | gold settles at a nearly threeweek high
2014-06-13,41875,0.6666666666666666,gold futures hold steady near 212 week highs | august gold gains after ppi data last up 50 cents | gold futures rise to rs 26448 per 10 gm
2014-06-16,42204,0.6666666666666666,gold trades at 3week high amid iraq turmoil | gold prices ease in asia on profit taking iraq china data eyed | gold gains on iraqi violence us data cap gains
2014-06-17,42374,-0.25,gold futures snap 6session winning streak | gold pulls back from 3week high ahead of fed meeting | gold down 1 after us data fed meeting in focus | gold prices ease in asia focus on us fed announcement
2014-06-18,42398,0.0,london gold fix set for overhaul | gold silver decline in cautious trade ahead of fed statement | gold hub switzerland is a net importer | gold prices gain into asia iraq easy monetary policies support
2014-06-19,44311,0.4,gold rises on fed rate outlook | gold rises more than 1 to hit 3week high as fed outlook supports | if gold dips to 127071oz buy | gold prices continue gains in asia on safehaven demand | bsf seizes gold in west bengal
2014-06-20,44570,1.0,gold holds onto gains from iraq concerns fed language | gold holds above 1300 friday gains 33 for week
2014-06-23,44445,-0.5,gold gains as iraq violence continues us data weigh | gold edges lower after upbeat us data iraq turmoil limits losses | gold down modestly but holds above 1300 on iraq turmoil | gold prices dip in asia but market poised for rebound on global events
2014-06-24,44494,0.25,gold prices fall to rs 27610 at futures trade | no assurance from arun jaitley on revisiting 8020 gold import rule | gold gains on iraq violence shrugs off bearish us data | gold trims gains after upbeat us housing consumer data
2014-06-25,44653,0.0,gold gains on weak us gdp data physical demand weighs | gold prices dip in asia on profit taking | comex gold logs sixth straight session gain | gold futures mark sixth straight session gain | gold futures extend losses down at rs 27637 per 10 gm
2014-06-26,44636,-1.0,gold slips as fed official gives upbeat take on us economy | gold remains lower after us consumer spending jobless claims data | gold silver lower ahead of us spending jobless claims data
2014-06-27,44529,1.0,comex gold up 02 on day up 03 on week | gold gains as markets bets on fed keeping rates low | aug gold up 3 or 02 to settle at 1320oz
2014-06-30,44114,1.0,gold prices gain in asia as china pmis set demand tone | gold edges higher as dollar slips on mixed us data
2014-07-01,44298,1.0,gold rallies to 14week high on softer dollar | gold gains on expectations for fed policy to stay loose | gold remains near 14week high after disappointing ism report
